"credit.rating","account.balance","credit.duration.months","previous.credit.payment.status","credit.purpose","credit.amount","savings","employment.duration","installment.rate","marital.status","guarantor","residence.duration","current.assets","age","other.credits","apartment.type","bank.credits","occupation","dependents","telephone","foreign.worker"
"0","3",15,"3","3",1271,"4","2","3","3","1","4","4",39,"2","3","2","3","1","2","1"
"0","2",12,"2","4",1295,"1","1","3","1","1","1","3",25,"2","1","1","3","1","1","1"
"0","2",36,"2","1",9398,"1","1","1","4","1","4","3",28,"2","1","1","4","1","2","1"
"0","2",12,"2","2",951,"2","1","4","1","1","4","3",27,"1","1","2","3","1","1","1"
"0","2",24,"2","4",1355,"1","1","3","1","1","4","3",25,"2","2","1","2","1","2","1"
"0","1",48,"2","3",3051,"1","2","3","3","1","4","3",54,"2","2","1","3","1","1","1"
"0","3",36,"3","4",7855,"1","2","4","1","1","2","1",25,"1","2","2","3","1","2","1"
"0","3",18,"2","3",433,"1","1","3","1","2","4","1",22,"2","1","1","3","1","1","1"
"0","3",36,"3","4",9572,"1","1","1","1","1","1","3",28,"2","2","2","3","1","1","1"
"0","2",24,"1","3",1837,"1","3","4","1","1","4","4",34,"1","3","1","2","1","1","1"
"0","2",30,"3","4",4249,"1","1","4","4","1","2","3",28,"2","2","2","4","1","1","1"
"0","2",30,"3","4",5234,"1","1","4","4","1","2","3",28,"2","2","2","4","1","1","1"
"0","1",48,"2","3",6758,"1","2","3","1","1","2","3",31,"2","2","1","3","1","2","1"
"0","1",9,"2","3",1366,"1","1","3","1","1","4","2",22,"2","1","1","3","1","1","1"
"0","1",24,"1","4",1358,"4","4","4","3","1","3","3",40,"1","2","1","4","1","2","1"
"0","1",18,"2","2",2473,"1","1","4","3","1","1","3",25,"2","2","1","1","1","1","1"
"0","3",9,"1","3",1337,"1","1","4","3","1","2","3",34,"2","2","2","4","1","2","1"
"0","1",48,"2","4",7763,"1","4","4","3","1","4","4",42,"1","3","1","4","1","1","1"
"0","2",15,"1","4",1264,"2","2","2","4","1","2","2",25,"2","1","1","3","1","1","1"
"0","2",15,"2","4",2631,"2","2","2","1","1","4","3",28,"2","1","2","3","1","2","1"
"0","2",48,"2","4",6560,"2","3","3","3","1","2","2",24,"2","2","1","3","1","1","1"
"0","1",24,"2","4",3123,"1","1","4","1","1","1","2",27,"2","2","1","3","1","1","1"
"0","1",36,"3","3",8065,"1","2","3","1","1","2","4",25,"2","2","2","4","1","2","1"
"0","1",24,"2","3",2439,"1","1","4","1","1","4","1",35,"2","2","1","3","1","2","1"
"0","2",36,"2","2",9034,"2","1","4","3","2","1","4",29,"2","1","1","4","1","2","1"
"0","2",60,"2","4",14027,"1","3","4","3","1","2","4",27,"2","2","1","4","1","2","1"
"0","1",36,"3","1",9629,"1","3","4","3","1","4","3",24,"2","2","2","3","1","2","1"
"0","2",12,"2","3",1484,"4","2","2","4","1","1","1",25,"2","2","1","3","1","2","1"
"0","1",18,"2","2",1131,"1","1","4","1","1","2","3",33,"2","2","1","3","1","1","1"
"0","2",24,"3","2",2064,"1","1","3","1","1","2","2",34,"2","2","1","4","1","2","1"
"0","2",18,"2","1",12976,"1","1","3","1","1","4","4",38,"2","3","1","4","1","2","1"
"0","3",21,"3","4",2580,"3","1","4","3","1","2","1",41,"1","2","1","2","2","1","1"
"0","3",27,"2","4",2570,"1","2","3","1","1","3","1",21,"2","1","1","3","1","1","1"
"0","2",27,"2","4",3915,"1","2","4","3","1","2","3",36,"2","2","1","3","2","2","1"
"0","3",10,"2","4",1309,"4","2","4","3","2","4","2",27,"2","2","1","2","1","1","1"
"0","1",24,"2","4",4817,"1","3","2","3","2","3","2",31,"2","2","1","3","1","2","1"
"0","1",12,"2","4",2579,"1","1","4","3","1","1","1",33,"2","2","1","2","2","1","1"
"0","2",36,"3","4",2225,"1","4","4","3","1","4","4",57,"1","3","2","3","1","2","1"
"0","1",18,"2","2",4153,"1","2","2","3","2","3","3",42,"2","2","1","3","1","1","1"
"0","1",18,"1","2",3114,"1","1","1","1","1","4","2",26,"2","1","1","3","1","1","1"
"0","1",18,"3","2",2124,"1","2","4","1","1","4","1",24,"2","1","2","3","1","1","1"
"0","1",18,"1","2",1553,"1","2","4","3","1","3","3",44,"1","2","1","3","1","1","1"
"0","1",30,"2","2",2406,"1","3","4","1","1","4","1",23,"2","1","1","3","1","1","1"
"0","1",24,"3","4",1333,"1","1","4","3","1","2","1",43,"2","3","2","3","2","1","1"
"0","1",48,"1","2",7119,"1","2","3","3","1","4","4",53,"2","3","2","3","2","1","1"
"0","1",24,"3","4",4870,"1","2","3","3","1","4","4",53,"2","3","2","3","2","1","1"
"0","1",12,"3","4",691,"1","4","4","3","1","3","2",35,"2","2","2","3","1","1","1"
"0","1",42,"3","3",4370,"1","3","3","3","1","2","2",26,"1","2","2","3","2","2","1"
"0","1",36,"1","2",2746,"1","4","4","3","1","4","3",31,"1","2","1","3","1","1","1"
"0","1",24,"1","2",4110,"1","4","3","3","1","4","4",23,"1","1","2","3","2","1","1"
"0","1",18,"2","2",2462,"1","2","2","3","1","2","3",22,"2","2","1","3","1","1","1"
"0","1",12,"2","2",1282,"1","2","2","1","1","4","3",20,"2","1","1","3","1","1","1"
"0","2",12,"1","2",2969,"1","1","4","1","1","3","2",25,"2","1","2","3","1","1","1"
"0","1",48,"1","1",4605,"1","4","3","3","1","4","4",24,"2","3","2","3","2","1","1"
"0","1",48,"3","1",6331,"1","4","4","3","1","4","4",46,"2","3","2","3","1","2","1"
"0","1",24,"1","2",3552,"1","3","3","3","1","4","3",27,"1","2","1","3","1","1","1"
"0","1",12,"1","4",697,"1","1","4","3","1","2","3",46,"1","2","2","3","1","2","1"
"0","1",24,"2","4",1442,"1","3","4","1","1","4","3",23,"2","1","2","3","1","1","1"
"0","1",27,"1","4",5293,"1","1","2","3","1","4","2",50,"2","2","2","3","1","2","1"
"0","1",21,"3","3",3414,"1","1","2","3","1","1","2",26,"1","2","2","3","1","1","1"
"0","1",18,"2","2",2039,"1","2","1","1","1","4","1",20,"2","1","1","3","1","1","1"
"0","1",24,"1","4",3161,"1","2","4","3","1","2","2",31,"1","1","1","3","1","2","1"
"0","1",12,"2","4",902,"1","3","4","4","1","4","2",21,"2","1","1","3","1","1","1"
"0","1",48,"2","1",10297,"1","3","4","3","1","4","4",39,"2","3","2","3","2","2","1"
"0","2",48,"1","4",14421,"1","2","2","3","1","2","3",25,"1","2","1","3","1","2","1"
"0","2",18,"3","4",1056,"1","4","3","3","2","3","1",30,"2","2","2","3","1","1","1"
"0","1",12,"2","4",1274,"1","1","3","1","1","1","1",37,"1","2","1","2","1","1","1"
"0","2",12,"2","4",1223,"1","4","1","1","1","1","1",46,"2","1","2","3","1","1","1"
"0","1",12,"2","4",1372,"1","3","2","1","1","3","3",36,"2","2","1","3","1","1","1"
"0","1",16,"3","4",2625,"1","4","2","3","2","4","2",43,"2","1","1","3","1","2","2"
"0","1",20,"3","4",2235,"1","2","4","4","2","2","2",33,"1","1","2","3","1","1","2"
"0","2",9,"2","2",959,"1","2","1","1","1","2","3",29,"1","2","1","3","1","1","1"
"0","2",18,"3","4",884,"1","4","4","3","1","4","3",36,"2","2","1","3","2","2","1"
"0","2",24,"2","4",1246,"1","1","4","3","1","2","1",23,"1","2","1","2","1","1","1"
"0","2",36,"3","4",8086,"2","4","2","3","1","4","3",42,"1","2","2","4","1","2","1"
"0","3",48,"3","4",10127,"3","2","2","3","1","2","4",44,"2","3","1","3","1","1","1"
"0","2",12,"2","4",888,"1","4","4","3","1","4","3",41,"1","2","1","2","2","1","1"
"0","3",12,"2","3",719,"1","4","4","3","1","4","3",41,"1","2","1","2","2","1","1"
"0","2",36,"2","4",12389,"4","2","1","3","1","4","4",37,"1","3","1","3","1","2","1"
"0","1",12,"2","3",709,"1","4","4","3","1","4","1",57,"2","2","1","2","1","1","1"
"0","2",15,"1","4",6850,"2","1","1","3","1","2","2",34,"1","2","1","4","2","2","1"
"0","3",10,"2","2",2210,"1","2","2","3","1","2","1",25,"2","1","1","2","1","1","1"
"0","3",30,"1","1",7485,"4","1","4","1","1","1","1",53,"1","2","1","4","1","2","1"
"0","1",18,"1","4",1442,"1","3","4","3","1","4","4",32,"1","3","2","2","2","1","1"
"0","3",12,"3","3",797,"4","4","4","1","1","3","2",33,"2","2","1","2","2","1","1"
"0","2",45,"3","3",4746,"1","1","4","3","1","2","2",24,"1","2","2","2","1","1","1"
"0","3",12,"3","4",939,"3","3","4","4","1","2","1",28,"2","2","2","3","1","2","1"
"0","2",21,"2","4",1188,"1","4","2","1","1","4","2",39,"2","2","1","3","2","1","1"
"0","3",48,"3","1",11590,"2","2","2","1","1","4","3",24,"2","1","2","2","1","1","1"
"0","3",12,"1","4",609,"1","1","4","1","1","1","1",26,"1","2","1","1","1","1","1"
"0","1",18,"3","3",1190,"1","1","2","1","1","4","4",55,"2","3","2","1","2","1","1"
"0","2",21,"2","4",2767,"2","4","4","1","1","2","3",61,"2","1","2","2","1","1","1"
"0","2",30,"2","2",3441,"2","2","2","1","2","4","3",21,"1","1","1","3","1","1","1"
"0","2",30,"1","4",4280,"2","2","4","1","1","4","3",26,"2","1","2","2","1","1","1"
"0","2",24,"2","3",3092,"2","1","3","4","1","2","3",22,"2","1","1","3","1","2","1"
"0","3",18,"2","4",6761,"4","2","2","3","1","4","3",68,"1","1","2","3","1","1","1"
"0","2",12,"2","3",1331,"1","1","2","3","1","1","3",22,"2","2","1","3","1","1","1"
"0","2",54,"1","4",15945,"1","1","3","3","1","4","4",58,"2","1","1","3","1","2","1"
"0","1",24,"2","2",3234,"1","1","4","1","1","4","1",23,"2","1","1","2","1","2","1"
"0","2",15,"2","3",802,"1","4","4","3","1","3","3",37,"2","2","1","3","2","1","1"
"0","2",48,"2","2",9960,"1","1","1","1","1","2","3",26,"1","2","1","3","1","2","1"
"0","3",24,"3","4",8648,"1","1","2","3","1","2","3",27,"1","2","2","3","1","2","1"
"0","1",18,"2","3",1345,"1","2","4","4","1","3","1",26,"2","2","1","3","1","1","1"
"0","1",45,"2","3",1845,"1","2","4","3","1","4","4",23,"2","3","1","3","1","2","1"
"0","1",21,"1","4",1647,"4","2","4","3","1","2","2",40,"1","2","2","2","2","1","1"
"0","3",48,"2","4",4844,"1","1","3","3","1","2","3",33,"2","1","1","4","1","2","1"
"0","2",27,"1","4",8318,"1","4","2","1","1","4","4",42,"1","3","2","4","1","2","1"
"0","3",18,"2","3",2100,"1","2","4","3","2","2","1",37,"2","2","1","3","1","1","1"
"0","1",45,"1","4",11816,"1","4","2","3","1","4","3",29,"2","1","2","3","1","1","1"
"0","1",6,"2","3",448,"1","1","4","1","1","4","2",23,"2","2","1","3","1","1","1"
"0","1",30,"2","3",11998,"1","1","1","1","1","1","4",34,"1","2","1","2","1","2","1"
"0","2",48,"1","4",18424,"1","2","1","1","1","2","2",32,"1","2","1","4","1","2","2"
"0","1",6,"2","4",14896,"1","4","1","3","1","4","4",68,"1","2","1","4","1","2","1"
"0","2",12,"2","2",2762,"4","4","1","1","1","2","2",25,"2","2","1","3","1","2","1"
"0","1",12,"2","1",3386,"1","4","3","3","1","4","4",35,"2","3","1","3","1","2","1"
"0","2",24,"2","3",2039,"1","1","1","4","1","1","2",22,"2","2","1","3","1","2","1"
"0","3",18,"3","4",2169,"1","2","4","4","1","2","3",28,"2","2","1","3","1","2","1"
"0","2",48,"3","2",5096,"1","2","2","1","1","3","3",30,"2","2","1","4","1","2","1"
"0","1",18,"2","3",1882,"1","2","4","1","1","4","3",25,"1","1","2","3","1","1","1"
"0","1",48,"2","3",6999,"1","3","1","4","2","1","1",34,"2","2","2","3","1","2","1"
"0","3",12,"3","4",2292,"1","1","4","3","1","2","3",42,"1","2","2","4","1","2","1"
"0","1",14,"2","4",8978,"1","4","1","1","1","4","2",45,"2","2","1","4","1","2","2"
"0","1",12,"2","3",674,"2","3","4","4","1","1","2",20,"2","2","1","3","1","1","1"
"0","1",18,"2","4",976,"1","1","1","1","1","2","3",23,"2","2","1","2","1","1","1"
"0","2",24,"2","4",2718,"1","2","3","1","1","4","2",20,"2","1","1","2","1","2","1"
"0","1",18,"2","3",750,"1","1","4","1","1","1","1",27,"2","2","1","1","1","1","1"
"0","2",24,"2","1",12579,"1","4","4","1","1","2","4",44,"2","3","1","4","1","2","1"
"0","1",18,"2","1",7511,"4","4","1","3","1","4","2",51,"2","3","1","3","2","2","1"
"0","1",18,"3","4",3966,"1","4","1","1","1","4","1",33,"1","1","2","3","1","2","1"
"0","1",12,"1","3",6199,"1","2","4","3","1","2","2",28,"2","1","2","3","1","2","1"
"0","1",24,"2","3",1987,"1","2","2","3","1","4","1",21,"2","1","1","2","2","1","1"
"0","1",24,"2","4",2303,"1","4","4","3","2","1","1",45,"2","2","1","3","1","1","1"
"0","3",21,"3","4",12680,"4","4","4","3","1","4","4",30,"2","3","1","4","1","2","1"
"0","2",12,"2","3",6468,"4","1","2","3","1","1","4",52,"2","2","1","4","1","2","1"
"0","1",30,"2","2",6350,"4","4","4","3","1","4","2",31,"2","2","1","3","1","1","1"
