날짜,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2020-09-15,83,54,111,108,120,135,175,315,137,163,282,233,115,149,162,252,160,84,165,201,329,172,237,306,177
2020-09-14,82,54,111,107,120,134,175,314,134,162,279,232,114,148,162,251,159,84,164,200,327,170,230,303,176
2020-09-13,82,54,111,107,120,134,174,312,133,160,275,230,114,146,162,249,158,83,162,200,323,168,226,297,175
2020-09-12,81,54,111,106,120,134,173,309,131,157,275,229,113,146,162,249,158,82,159,199,320,168,223,293,174
2020-09-11,79,54,110,106,120,134,173,309,131,156,272,226,113,146,161,248,157,82,159,199,309,166,218,288,173
2020-09-10,76,53,109,104,118,131,172,308,128,155,270,222,109,146,160,242,156,81,157,197,303,163,217,284,172
2020-09-09,69,53,108,104,118,131,172,308,127,152,267,218,108,146,160,241,156,80,157,194,300,162,216,282,170
2020-09-08,69,53,108,103,114,128,172,306,126,151,266,213,106,145,159,239,155,79,157,191,293,161,214,280,168
2020-09-07,67,53,107,101,112,127,168,301,124,147,263,209,103,142,158,234,152,78,150,187,288,157,212,274,167
2020-09-06,67,53,107,101,112,126,168,299,123,146,258,203,102,142,156,233,152,76,148,182,281,157,211,272,165
2020-09-05,67,53,107,100,110,126,163,295,121,145,255,201,100,140,153,230,152,75,145,181,277,156,208,266,160
2020-09-04,67,52,105,95,106,125,160,294,121,143,253,197,97,136,153,229,152,74,144,181,275,154,203,263,157
2020-09-03,67,52,105,93,102,124,155,292,121,141,250,196,96,135,152,229,152,74,144,181,270,149,199,263,154
2020-09-02,67,50,103,92,100,123,153,290,119,140,245,193,96,133,151,225,151,74,140,179,260,147,195,261,147
2020-09-01,65,50,102,90,96,118,147,286,113,137,241,186,93,132,149,220,151,73,137,179,254,143,186,260,143
2020-08-31,63,50,100,88,96,117,141,280,106,132,230,183,92,129,143,213,151,72,137,175,244,138,174,257,141
2020-08-30,63,49,100,87,94,115,139,276,102,125,223,180,91,128,142,209,150,70,137,162,239,138,172,256,139
2020-08-29,59,47,100,85,88,109,132,269,99,123,205,171,86,125,133,203,144,68,124,147,231,135,168,244,138
2020-08-28,59,44,99,85,83,107,128,263,95,117,198,170,81,123,130,199,142,65,119,135,221,129,164,230,136
2020-08-27,56,42,95,85,79,105,124,256,88,113,181,161,79,111,127,195,135,64,112,127,207,126,160,214,129
2020-08-26,54,41,92,85,78,105,120,248,88,111,163,157,75,109,125,185,127,61,112,121,200,124,158,206,127
2020-08-25,50,40,90,80,71,101,115,243,83,110,157,148,69,101,117,173,124,54,98,118,191,119,151,200,122
2020-08-24,49,40,87,78,65,98,102,233,81,104,140,142,65,99,111,171,122,52,94,117,183,114,146,192,112
2020-08-23,47,37,82,76,64,94,94,225,79,104,137,136,63,96,102,165,118,49,91,116,180,113,141,187,108
2020-08-22,46,36,78,75,62,90,89,210,75,101,123,125,62,92,98,158,116,48,85,107,175,106,134,182,96
2020-08-21,44,34,76,72,55,84,87,202,69,100,119,117,56,84,92,151,108,46,84,103,171,102,129,170,93
2020-08-20,41,30,74,68,52,78,80,193,67,94,113,107,56,82,90,137,103,44,83,101,168,96,124,158,89
2020-08-19,37,30,74,68,50,73,77,175,58,92,104,96,52,80,88,133,101,44,81,96,165,93,119,144,74
2020-08-18,33,29,70,66,47,67,68,155,50,88,95,90,49,72,84,131,95,43,78,92,159,87,113,133,66
2020-08-17,33,28,70,66,43,61,59,133,42,85,85,85,48,69,81,129,93,42,77,81,157,86,111,123,61
2020-08-16,31,27,67,65,40,58,54,115,39,82,70,83,48,65,80,123,93,42,77,80,157,86,110,115,56
2020-08-15,31,27,63,64,33,52,46,76,30,73,56,78,47,65,78,116,93,39,76,79,151,84,107,108,54
2020-08-14,31,26,62,63,33,49,45,61,30,72,52,77,44,59,77,114,93,39,74,77,149,76,102,102,49
2020-08-13,31,25,62,63,26,47,44,53,29,71,52,75,43,59,76,112,93,39,74,75,148,72,102,102,49
2020-08-12,30,23,61,62,24,47,44,51,29,71,51,71,43,59,74,109,93,39,74,75,147,70,102,102,49
2020-08-11,30,23,61,61,24,47,44,51,28,70,51,68,43,59,74,109,93,39,73,73,146,69,101,102,49
2020-08-10,30,23,61,61,24,47,44,51,28,70,51,68,43,59,72,109,93,39,72,72,146,68,101,102,49
2020-08-09,30,22,60,61,23,46,44,51,28,70,50,67,42,58,72,109,91,39,72,72,145,68,101,101,49
2020-08-08,29,22,60,61,22,46,44,48,28,69,50,66,41,57,72,109,91,39,72,72,145,68,101,101,49
2020-08-07,29,22,59,60,22,46,44,46,28,68,50,66,41,56,72,108,91,39,71,71,145,66,98,101,49
2020-08-06,29,22,57,59,22,46,44,45,28,66,50,66,41,54,72,108,91,39,71,70,145,66,98,101,49
2020-08-05,29,22,55,57,22,45,44,45,28,66,50,66,41,54,72,108,91,39,71,70,145,64,98,101,49
2020-08-04,29,22,55,57,22,45,44,44,28,65,50,64,41,54,72,108,91,39,70,70,145,64,98,100,49
2020-08-03,29,20,55,57,22,45,44,43,28,64,50,64,41,53,72,106,91,39,70,70,144,64,98,99,49
2020-08-02,29,20,54,57,22,44,44,42,28,64,50,64,41,53,72,105,91,39,70,70,144,64,98,99,49
2020-08-01,28,20,54,57,22,44,44,42,28,64,50,64,41,53,71,103,91,39,70,70,144,64,98,99,49
2020-07-31,28,20,54,57,22,44,44,42,28,64,50,64,41,52,71,103,91,39,70,70,144,63,98,99,49
2020-07-30,28,20,54,57,22,44,44,42,28,64,50,63,41,52,71,102,91,39,70,70,142,61,97,98,48
2020-07-29,28,20,54,57,22,44,44,41,28,64,50,63,41,52,71,102,90,39,70,70,141,61,97,98,48
2020-07-28,28,19,54,57,22,44,44,40,26,64,50,63,41,51,71,102,90,39,69,70,140,61,97,97,48
2020-07-27,28,19,54,57,22,44,44,40,25,64,50,63,41,50,71,102,90,39,69,70,139,61,97,96,48
2020-07-26,27,18,53,57,22,44,44,40,25,64,50,63,41,49,71,101,90,39,69,70,138,61,96,95,47
2020-07-25,27,18,53,57,22,43,44,40,25,64,50,63,41,48,70,101,90,39,69,70,138,60,96,93,47
2020-07-24,27,18,53,57,22,43,44,40,25,64,50,61,41,48,70,97,90,38,69,69,138,60,96,90,47
2020-07-23,27,18,53,56,22,43,44,40,25,63,50,61,41,48,70,95,89,38,68,68,137,60,96,79,47
2020-07-22,27,18,53,56,22,42,44,40,25,63,50,61,41,48,70,95,89,38,68,66,137,60,93,74,47
2020-07-21,26,17,53,55,21,41,44,40,25,63,50,58,41,48,70,92,89,38,68,65,137,60,93,69,47
2020-07-20,25,16,53,53,20,41,44,39,25,63,50,57,40,48,70,82,89,37,68,65,137,60,93,68,46
2020-07-19,25,16,53,53,20,41,44,38,25,63,50,57,39,48,70,81,89,37,68,65,137,60,93,68,46
2020-07-18,25,16,53,52,20,41,44,38,25,63,50,56,39,48,70,81,89,35,68,65,135,60,92,65,46
2020-07-17,25,16,53,51,20,41,44,38,25,63,50,55,39,47,70,81,89,35,68,65,135,60,91,63,46
2020-07-16,25,15,52,51,19,41,44,38,25,62,50,55,38,47,70,81,89,35,68,65,134,60,91,60,46
2020-07-15,25,14,52,51,19,41,44,38,24,62,50,55,38,47,70,81,88,35,68,65,133,60,91,58,45
2020-07-14,24,14,52,51,19,41,44,38,24,62,50,55,38,47,70,81,88,34,68,63,133,60,91,57,44
2020-07-13,23,14,52,51,19,41,44,38,24,62,50,54,38,47,70,81,88,33,68,62,133,60,89,56,44
2020-07-12,23,14,52,51,19,40,44,37,24,62,49,54,38,45,70,81,88,33,68,61,131,59,89,56,41
2020-07-11,23,14,52,50,19,40,43,37,24,62,49,54,38,45,70,81,88,33,67,60,131,59,88,56,39
2020-07-10,23,14,51,50,19,39,43,36,24,62,49,54,38,45,70,80,88,33,66,60,131,59,87,56,39
2020-07-09,23,14,51,50,19,39,43,34,24,62,49,54,38,45,70,79,88,33,66,59,131,59,85,56,38
2020-07-08,23,13,51,50,18,39,42,34,24,62,48,54,37,45,70,79,87,33,66,58,131,59,85,56,38
2020-07-07,23,13,51,50,17,39,41,34,24,62,46,54,36,41,70,79,87,33,66,57,130,59,85,56,38
2020-07-06,23,13,51,50,17,39,40,34,24,62,46,54,36,41,70,78,87,33,66,57,130,59,85,56,38
2020-07-05,23,13,51,50,17,39,40,34,24,62,46,54,35,41,70,78,87,33,65,57,129,59,85,56,38
2020-07-04,23,12,51,50,17,39,35,34,24,62,45,54,35,40,70,78,87,33,64,55,127,58,84,55,38
2020-07-03,22,12,50,50,17,39,34,34,24,62,45,54,35,40,70,78,86,33,63,55,125,58,84,55,38
2020-07-02,22,12,50,49,17,39,34,33,24,62,44,54,35,39,70,78,86,32,63,54,124,57,83,55,37
2020-07-01,22,12,50,49,17,38,33,33,24,62,44,53,35,39,70,78,86,32,63,53,117,57,83,55,35
2020-06-30,22,12,50,49,17,38,33,33,24,62,44,53,35,38,70,78,86,31,61,53,113,56,83,55,35
2020-06-29,22,12,50,49,17,38,33,33,24,62,43,52,35,35,70,78,86,30,61,53,113,56,83,55,35
2020-06-28,22,12,49,49,17,38,33,33,24,62,42,52,35,35,70,78,85,30,61,53,112,55,83,54,35
2020-06-27,22,12,48,49,17,37,33,33,24,62,42,52,35,34,69,78,84,30,59,53,107,55,82,53,35
2020-06-26,22,11,48,49,16,36,32,33,24,62,41,51,35,34,69,78,83,30,59,51,100,54,82,53,35
2020-06-25,22,11,48,49,16,36,31,33,24,62,40,51,35,34,69,77,82,30,59,50,89,54,82,53,35
2020-06-24,21,11,48,49,16,36,31,33,24,61,39,51,35,34,69,77,81,29,59,50,87,54,81,53,35
2020-06-23,21,11,48,49,16,36,30,33,24,58,39,51,35,34,69,77,80,29,58,50,83,54,81,53,35
2020-06-22,21,11,48,49,16,36,30,33,24,58,39,51,35,34,69,76,80,29,58,50,83,54,80,53,33
2020-06-21,21,11,48,49,16,36,30,32,24,57,39,51,35,34,69,75,76,29,58,50,83,54,80,52,33
2020-06-20,21,11,48,47,16,36,30,32,24,55,37,51,35,34,69,74,76,29,55,49,82,53,80,52,33
2020-06-19,21,11,48,47,16,35,29,32,24,53,37,50,34,33,67,73,76,29,53,48,82,52,80,52,33
2020-06-18,21,10,48,47,15,35,28,31,23,51,37,49,33,32,65,71,76,29,52,48,81,51,80,52,33
2020-06-17,21,10,48,47,15,35,28,31,23,40,37,47,33,32,65,69,75,29,49,48,79,50,79,52,33
2020-06-16,21,10,48,47,15,35,27,31,23,38,37,46,33,31,65,69,75,29,49,46,77,49,78,51,33
2020-06-15,21,10,46,47,15,35,27,31,23,37,37,43,32,31,65,69,71,29,49,45,77,49,78,51,33
2020-06-14,21,10,45,47,15,35,27,31,23,36,37,42,31,31,65,69,70,28,49,45,77,48,78,51,33
2020-06-13,20,10,45,47,15,35,26,31,22,36,37,41,31,31,65,67,70,27,47,45,75,47,78,51,33
2020-06-12,19,10,44,47,15,35,23,30,20,24,36,41,31,31,63,65,69,26,46,45,74,47,78,51,32
2020-06-11,19,10,44,47,15,35,21,30,20,23,35,40,31,31,62,62,68,23,41,45,69,46,78,51,31
2020-06-10,19,10,44,47,14,35,21,29,20,22,34,39,31,31,59,62,66,19,41,44,68,45,78,50,31
2020-06-09,19,9,44,46,14,35,21,29,20,22,34,39,31,30,57,62,65,18,40,42,66,45,78,50,31
2020-06-08,19,9,44,46,14,35,20,29,20,22,34,39,31,30,56,59,56,18,40,41,65,44,78,50,31
2020-06-07,19,9,44,45,14,35,20,29,19,22,34,39,30,30,52,57,53,18,40,41,65,44,78,50,30
2020-06-06,19,9,42,42,14,35,20,29,18,22,34,37,30,29,43,55,50,18,39,40,64,44,78,50,30
2020-06-05,19,9,40,41,14,34,19,29,17,21,32,35,30,29,39,54,46,18,38,40,61,44,78,49,28
2020-06-04,19,9,39,41,14,34,19,29,17,20,31,35,30,28,36,52,44,18,38,40,61,44,78,49,26
2020-06-03,19,9,38,41,14,34,19,29,16,19,31,35,30,27,35,50,43,16,37,40,60,44,76,49,26
2020-06-02,19,9,38,40,14,34,19,29,14,19,31,35,28,27,30,47,41,15,37,40,60,44,75,49,25
2020-06-01,19,9,38,40,14,34,19,29,14,19,31,35,27,27,28,45,41,15,34,40,59,42,75,48,24
2020-05-31,19,9,38,40,14,34,19,29,14,19,31,35,27,27,27,45,41,15,34,40,59,42,74,48,24
2020-05-30,19,9,38,40,14,34,19,29,14,19,31,35,26,27,27,43,41,15,31,40,59,42,74,48,24
2020-05-29,18,9,38,39,14,34,19,28,14,18,31,34,25,27,27,43,41,15,31,40,59,42,72,47,24
2020-05-28,18,8,38,37,14,34,19,28,13,18,31,34,23,25,27,39,41,14,29,39,59,42,72,46,24
2020-05-27,18,8,38,34,13,34,19,28,12,18,31,32,22,24,26,36,38,14,28,38,58,42,72,45,23
2020-05-26,18,8,38,26,13,34,19,28,12,17,30,30,22,24,26,33,37,13,28,38,56,42,72,45,23
2020-05-25,18,8,38,23,13,34,19,28,12,16,29,30,22,24,26,32,36,13,28,38,56,42,72,45,22
2020-05-24,18,8,38,22,13,34,18,28,10,16,29,30,22,24,26,32,36,13,26,38,55,42,72,45,22
2020-05-23,18,8,38,22,13,34,17,28,9,16,28,30,22,24,26,32,36,13,26,38,54,42,72,45,21
2020-05-22,18,8,38,22,13,34,17,28,9,16,28,30,22,24,26,32,36,13,26,38,54,41,72,45,20
2020-05-21,18,8,38,22,12,34,17,28,9,16,27,30,22,24,26,32,36,13,26,38,53,41,72,45,20
2020-05-20,18,8,38,22,12,34,17,28,9,15,27,30,22,24,25,32,36,13,26,37,53,41,72,45,20
2020-05-19,18,8,34,22,12,34,17,28,8,14,27,30,22,24,25,32,36,13,26,37,53,40,71,45,19
2020-05-18,18,8,34,22,12,34,17,27,8,14,27,30,22,24,23,31,35,13,25,37,53,40,71,44,19
2020-05-17,17,8,34,22,12,34,17,27,8,14,27,30,22,24,23,31,35,13,25,37,53,40,71,44,19
2020-05-16,17,8,34,22,12,34,17,27,8,14,25,30,22,24,23,31,35,13,25,37,53,40,71,42,19
2020-05-15,17,8,33,22,12,34,17,27,8,14,25,28,21,24,23,31,35,13,25,37,52,40,70,42,19
2020-05-14,17,8,31,22,11,33,17,27,8,12,25,28,21,24,23,31,35,12,24,37,52,40,69,41,17
2020-05-13,17,8,31,22,11,33,17,27,7,12,24,28,21,24,23,30,35,12,24,37,52,40,69,40,16
2020-05-12,17,8,31,21,11,32,17,27,7,11,23,28,21,24,23,30,35,12,23,36,51,40,69,39,16
2020-05-11,17,8,30,21,11,32,17,27,6,10,23,28,20,24,22,28,35,12,23,35,50,39,69,39,16
2020-05-10,17,7,27,20,10,31,17,26,5,10,23,28,20,24,21,28,35,12,23,33,47,39,65,38,15
2020-05-09,17,7,23,20,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,32,46,38,64,37,15
2020-05-08,16,6,19,20,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,31,43,38,64,37,14
2020-05-07,16,6,19,20,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,31,43,38,64,37,14
2020-05-06,16,6,19,20,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,31,43,38,64,37,14
2020-05-05,16,6,19,20,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,31,43,38,64,37,14
2020-05-04,16,6,19,20,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,31,43,38,64,37,14
2020-05-03,16,6,19,20,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,31,43,38,64,37,14
2020-05-02,16,6,18,20,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,31,43,38,64,37,13
2020-05-01,16,6,18,19,8,31,16,24,5,9,23,28,19,24,21,26,35,12,23,31,43,38,64,37,13
2020-04-30,16,6,18,19,8,31,16,24,5,9,23,28,18,24,21,26,35,12,23,31,43,38,64,37,13
2020-04-29,16,6,18,19,8,31,16,24,5,9,23,28,18,24,21,26,35,12,23,31,43,38,64,37,13
2020-04-28,16,6,18,19,8,31,16,24,5,9,23,28,18,24,21,26,35,12,23,31,43,38,64,37,13
2020-04-27,16,6,18,19,8,31,16,23,5,9,23,28,18,24,21,26,35,12,23,31,42,38,62,37,13
2020-04-26,16,6,18,19,8,31,16,23,5,9,23,28,18,24,21,26,35,12,23,31,42,38,62,37,13
2020-04-25,16,6,18,19,8,31,16,23,5,9,23,28,18,24,21,26,35,12,23,31,42,38,62,37,13
2020-04-24,16,6,18,19,8,31,16,23,5,9,23,28,18,24,21,26,35,12,23,31,42,38,62,37,13
2020-04-23,16,6,18,19,8,31,16,23,5,9,23,28,18,24,21,26,35,12,23,31,42,38,62,37,13
2020-04-22,16,6,18,19,8,31,16,23,5,9,23,28,18,24,21,26,35,12,23,31,42,38,62,37,13
2020-04-21,16,6,18,19,8,31,16,23,5,9,23,28,18,23,21,26,35,12,23,31,42,38,62,37,13
2020-04-20,16,6,18,19,8,31,16,23,5,9,23,28,18,23,21,26,35,12,23,31,42,38,62,37,13
2020-04-19,16,6,18,19,8,31,16,23,5,9,23,28,18,23,21,25,35,12,23,31,42,38,62,37,13
2020-04-18,16,6,18,19,8,31,16,23,5,9,23,28,18,23,21,25,35,12,23,31,42,38,61,37,13
2020-04-17,16,6,18,19,8,31,16,22,5,9,23,28,18,23,21,25,35,12,23,31,42,38,60,37,13
2020-04-16,16,6,17,19,8,31,16,22,5,9,23,28,18,23,21,25,35,12,23,31,42,38,59,37,13
2020-04-15,16,6,17,19,8,31,16,22,5,9,23,28,17,23,21,25,35,12,23,31,42,38,59,37,13
2020-04-14,16,5,17,18,8,31,16,22,5,9,23,28,17,23,21,25,35,12,23,30,42,36,59,37,13
2020-04-13,16,5,17,16,8,31,16,21,5,9,23,28,17,23,21,25,35,12,23,30,42,36,59,37,13
2020-04-12,16,5,17,12,8,31,16,21,5,8,23,27,17,23,21,25,35,12,23,29,42,36,59,36,13
2020-04-11,16,5,17,12,8,31,16,21,5,8,23,26,17,23,21,25,35,12,23,29,41,36,59,36,13
2020-04-10,16,5,17,12,8,31,16,21,5,8,23,26,17,23,20,25,35,12,23,29,41,36,57,36,13
2020-04-09,16,5,17,10,7,31,16,20,5,8,23,26,17,23,20,25,35,12,23,29,41,36,56,36,13
2020-04-08,16,5,17,9,7,31,16,20,5,7,23,26,17,20,20,25,35,12,22,28,41,34,54,36,13
2020-04-07,16,5,17,8,7,30,16,18,5,7,23,26,17,20,20,24,35,12,21,28,41,31,53,36,13
2020-04-06,16,5,17,7,7,30,15,18,5,7,22,26,17,20,20,24,35,12,21,28,40,31,50,36,13
2020-04-05,16,5,15,7,7,30,15,16,5,7,22,26,17,20,20,23,35,12,21,28,39,31,50,35,12
2020-04-04,16,5,14,7,7,28,14,15,5,7,22,24,15,19,20,22,35,12,20,28,37,31,48,32,12
2020-04-03,16,5,14,7,7,27,14,15,5,6,21,23,14,19,20,22,35,12,20,25,37,29,43,28,11
2020-04-02,15,5,12,6,7,27,13,15,5,6,20,21,14,18,19,22,34,12,20,25,34,27,41,28,10
2020-04-01,15,5,12,6,6,26,13,15,5,6,20,21,13,17,18,22,34,12,19,24,34,25,41,27,10
2020-03-31,13,4,12,6,5,26,13,15,5,6,20,21,13,15,17,22,33,12,18,23,28,24,38,25,10
2020-03-30,13,3,8,6,5,26,13,15,5,6,20,21,13,15,17,22,31,12,18,21,24,22,38,24,9
2020-03-29,13,3,8,6,4,26,13,15,5,5,20,21,12,14,17,22,30,8,18,19,21,21,34,23,9
2020-03-28,13,2,8,6,4,26,13,15,5,5,20,21,12,14,16,22,26,8,18,16,20,17,29,22,9
2020-03-27,13,1,8,6,4,26,11,14,5,4,20,21,12,13,16,22,25,7,17,16,19,17,27,21,9
2020-03-26,13,1,7,6,4,26,10,13,5,4,20,21,12,13,16,22,23,6,17,16,19,16,23,19,8
2020-03-25,13,1,7,6,4,26,10,13,5,4,20,21,12,13,16,21,23,5,17,14,19,13,19,19,8
2020-03-24,12,1,6,6,4,25,8,13,5,3,20,20,12,13,16,19,23,5,17,13,19,12,18,19,8
2020-03-23,11,1,5,6,4,25,8,13,5,3,20,20,12,13,16,19,23,5,16,13,19,12,17,18,7
2020-03-22,11,1,5,6,4,25,8,12,5,2,20,19,10,13,16,18,23,5,16,13,19,12,17,18,7
2020-03-21,11,1,5,5,4,25,6,12,5,2,20,19,8,13,16,17,23,5,15,13,19,11,17,18,7
2020-03-20,11,1,5,4,3,25,5,11,5,2,18,18,8,13,16,16,22,5,14,11,18,9,17,18,5
2020-03-19,11,1,4,3,3,25,5,11,5,2,16,18,8,10,15,15,22,5,12,9,17,9,16,16,5
2020-03-18,11,1,3,3,2,25,5,9,5,2,15,18,8,9,14,15,22,5,12,7,17,9,14,16,5
2020-03-17,11,1,3,3,2,24,5,9,5,2,15,18,8,8,14,15,22,5,11,6,17,9,14,15,5
2020-03-16,11,1,2,3,2,22,5,9,5,2,15,17,6,8,14,14,20,5,11,6,15,9,14,15,5
2020-03-15,11,1,2,3,2,22,5,9,5,2,14,16,6,8,14,13,18,5,10,6,15,9,14,15,5
2020-03-14,11,1,2,3,2,22,4,9,5,1,14,16,6,7,14,13,16,5,8,6,15,9,13,15,5
2020-03-13,11,1,2,3,2,19,4,9,5,1,13,16,6,6,14,13,16,5,8,5,14,7,13,15,5
2020-03-12,11,1,1,3,2,18,3,8,4,1,12,16,6,6,14,13,16,3,8,5,13,6,12,14,5
2020-03-11,11,1,1,3,2,15,2,6,4,1,12,14,4,5,14,10,14,3,8,5,13,6,12,13,5
2020-03-10,11,1,1,3,2,11,2,6,4,1,10,12,4,1,7,6,9,2,3,2,5,6,12,12,5
2020-03-09,11,0,1,3,2,11,2,6,4,1,9,8,4,1,5,3,1,1,3,1,5,6,12,12,4
2020-03-08,11,0,1,3,2,4,2,6,4,1,8,8,4,1,5,3,1,1,3,1,5,6,11,12,4
2020-03-07,11,0,1,3,2,4,2,6,4,1,8,7,4,1,3,3,1,1,3,1,4,5,10,12,4
2020-03-06,11,0,1,3,2,4,2,5,2,1,8,7,4,1,2,2,1,1,3,1,4,5,10,12,4
2020-03-05,11,0,1,3,2,4,2,5,2,1,8,7,4,1,2,2,1,1,3,1,4,5,9,12,4
2020-03-04,11,0,0,3,2,1,1,5,0,1,8,7,4,1,2,2,1,1,3,1,4,5,9,12,4
2020-03-03,11,0,0,3,2,1,1,5,0,1,8,7,4,1,2,2,1,1,3,1,4,5,9,12,4
2020-03-02,11,0,0,3,2,1,1,3,0,0,8,7,4,1,2,2,1,1,2,1,4,4,8,12,4
2020-03-01,11,0,0,3,1,1,1,2,0,0,8,7,4,1,1,2,1,1,1,1,4,4,7,12,4
2020-02-29,11,0,0,3,1,1,1,2,0,0,7,7,4,1,1,2,1,1,0,1,3,4,6,12,4
2020-02-28,11,0,0,2,1,1,1,2,0,0,4,7,4,1,1,2,1,1,0,1,2,4,3,9,3
2020-02-27,10,0,0,1,1,1,1,2,0,0,2,7,4,1,1,2,1,1,0,1,2,4,3,9,3
2020-02-26,10,0,0,1,0,0,1,2,0,0,1,7,2,1,1,2,1,1,0,1,2,3,2,9,3
2020-02-25,9,0,0,1,0,0,1,2,0,0,2,3,2,1,0,2,1,1,0,1,1,3,0,9,3
2020-02-24,9,0,0,1,0,0,1,2,0,0,0,1,2,1,0,2,1,0,0,0,0,3,0,5,2
2020-02-23,9,0,0,1,0,0,1,2,0,0,0,0,2,1,0,2,1,0,0,0,0,3,0,2,2
2020-02-22,8,0,0,1,0,0,1,2,0,0,0,0,2,1,0,1,1,0,0,0,0,3,0,2,1
2020-02-21,8,0,0,1,0,0,1,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0
2020-02-20,8,0,0,1,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,5,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,3,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2020-02-05,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
